,时间,公司名称,股票代码,问询函类型,文件编号
1842,2015-12-16,宜华健康,000150,非许可类重组问询函,CDD00015036938.pdf
1843,2015-12-15,青海明胶,000606,许可类重组问询函,CDD00060636922.pdf
1844,2015-12-15,中银绒业,000982,关注函,CDD00098236923.pdf
1845,2015-12-11,ST生化,000403,关注函,CDD00040336908.pdf
1846,2015-12-10,三毛派神,000779,许可类重组问询函,CDD00077936889.pdf
1847,2015-12-10,万  科Ａ,000002,关注函,CDD00000236880.pdf
1848,2015-12-10,中弘股份,000979,关注函,CDD00097936890.pdf
1849,2015-12-10,电广传媒,000917,关注函,CDD00091736892.pdf
1850,2015-12-10,烯碳新材,000511,许可类重组问询函,CDD00051136876.pdf
1851,2015-12-09,欣龙控股,000955,关注函,CDD00095536882.pdf
1852,2015-12-09,*ST夏利,000927,关注函,CDD00092736885.pdf
1853,2015-12-09,特  力Ａ,000025,关注函,CDD00002536865.pdf
1854,2015-12-09,欣龙控股,000955,关注函,CDD00095536875.pdf
1855,2015-12-09,长航凤凰,000520,许可类重组问询函,CDD00052036872.pdf
1856,2015-12-08,银亿股份,000981,关注函,CDD00098136830.pdf
1857,2015-12-07,金科股份,000656,关注函,CDD00065636848.pdf
1858,2015-12-07,零七股份,000007,关注函,CDD00000736850.pdf
1859,2015-12-04,大连国际,000881,许可类重组问询函,CDD00088136847.pdf
1860,2015-12-04,建峰化工,000950,关注函,CDD00095036814.pdf
1861,2015-12-02,太原刚玉,000795,许可类重组问询函,CDD00079536796.pdf
1862,2015-11-27,大连友谊,000679,许可类重组问询函,CDD00067936753.pdf
1863,2015-11-26,焦作万方,000612,关注函,CDD00061236755.pdf
1864,2015-11-26,华茂股份,000850,许可类重组问询函,CDD00085036747.pdf
1865,2015-11-24,康达尔,000048,关注函,CDD00004836735.pdf
1866,2015-11-24,茂化实华,000637,关注函,CDD00063736734.pdf
1867,2015-11-23,焦作万方,000612,关注函,CDD00061236689.pdf
1868,2015-11-23,黑芝麻,000716,许可类重组问询函,CDD00071636711.pdf
1869,2015-11-23,莱茵体育,000558,关注函,CDD00055836718.pdf
1870,2015-11-20,陕西金叶,000812,许可类重组问询函,CDD00081236680.pdf
1871,2015-11-19,斯太尔,000760,关注函,CDD00076036686.pdf
1872,2015-11-19,茂化实华,000637,关注函,CDD00063736669.pdf
1873,2015-11-17,康达尔,000048,关注函,CDD00004836661.pdf
1874,2015-11-17,深天地Ａ,000023,关注函,CDD00002336647.pdf
1875,2015-11-16,茂化实华,000637,关注函,CDD00063736638.pdf
1876,2015-11-11,四川双马,000935,关注函,CDD00093536610.pdf
1877,2015-11-10,零七股份,000007,问询函,CDD00000736579.pdf
1878,2015-11-10,豫能控股,001896,许可类重组问询函,CDD00189636583.pdf
1879,2015-11-06,渤海租赁,000415,非许可类重组问询函,CDD00041536555.pdf
1880,2015-11-05,建摩B,000054,非许可类重组问询函,CDD00005436537.pdf
1881,2015-11-03,电广传媒,000917,许可类重组问询函,CDD00091736523.pdf
1882,2015-11-02,ST生化,000403,半年报问询函,CDD00040336521.pdf
1883,2015-10-29,英特集团,000411,许可类重组问询函,CDD00041136510.pdf
1884,2015-10-22,紫光股份,000938,非许可类重组问询函,CDD00093836450.pdf
1885,2015-10-22,蓝鼎控股,000971,非许可类重组问询函,CDD00097136454.pdf
1886,2015-10-20,茂化实华,000637,关注函,CDD00063736425.pdf
1887,2015-10-20,东凌粮油,000893,非许可类重组问询函,CDD00089336428.pdf
1888,2015-10-19,北新建材,000786,许可类重组问询函,CDD00078636419.pdf
1889,2015-10-16,罗 牛 山,000735,半年报问询函,CDD00073536396.pdf
1890,2015-10-16,斯太尔,000760,关注函,CDD00076036387.pdf
1891,2015-10-15,华联股份,000882,许可类重组问询函,CDD00088236383.pdf
1892,2015-10-15,*ST京蓝,000711,非许可类重组问询函,CDD00071136349.pdf
1893,2015-10-15,新中基,000972,半年报问询函,CDD00097236380.pdf
1894,2015-10-14,中水渔业,000798,半年报问询函,CDD00079836360.pdf
1895,2015-10-14,珠江控股,000505,半年报问询函,CDD00050536367.pdf
1896,2015-10-12,零七股份,000007,半年报问询函,CDD00000736338.pdf
1897,2015-10-12,南宁糖业,000911,半年报问询函,CDD00091136336.pdf
1898,2015-10-12,*ST京蓝,000711,半年报问询函,CDD00071136337.pdf
1899,2015-10-08,荣丰控股,000668,半年报问询函,CDD00066836282.pdf
1900,2015-10-08,如意集团,000626,半年报问询函,CDD00062636309.pdf
1901,2015-09-30,三木集团,000632,半年报问询函,CDD00063236299.pdf
1902,2015-09-30,智度投资,000676,许可类重组问询函,CDD00067636292.pdf
1903,2015-09-28,宜华健康,000150,非许可类重组问询函,CDD00015036263.pdf
1904,2015-09-28,中弘股份,000979,许可类重组问询函,CDD00097936231.pdf
1905,2015-09-25,恒立实业,000622,半年报问询函,CDD00062236249.pdf
1906,2015-09-25,深华新,000010,半年报问询函,CDD00001036218.pdf
1907,2015-09-24,正虹科技,000702,半年报问询函,CDD00070236242.pdf
1908,2015-09-24,诚志股份,000990,许可类重组问询函,CDD00099036226.pdf
1909,2015-09-23,华映科技,000536,半年报问询函,CDD00053636211.pdf
1910,2015-09-23,*ST美利,000815,半年报问询函,CDD00081536209.pdf
1911,2015-09-23,诚志股份,000990,许可类重组问询函,CDD00099036194.pdf
1912,2015-09-22,平潭发展,000592,半年报问询函,CDD00059236205.pdf
1913,2015-09-22,中水渔业,000798,半年报问询函,CDD00079836190.pdf
1914,2015-09-21,*ST海龙,000677,非许可类重组问询函,CDD00067736165.pdf
1915,2015-09-21,深康佳Ａ,000016,半年报问询函,CDD00001636175.pdf
1916,2015-09-21,招商地产,000024,许可类重组问询函,CDD00002436154.pdf
1917,2015-09-20,青海明胶,000606,关注函,CDD00060636177.pdf
1918,2015-09-18,*ST华赛,000068,半年报问询函,CDD00006836143.pdf
1919,2015-09-17,中银绒业,000982,半年报问询函,CDD00098236093.pdf
1920,2015-09-16,零七股份,000007,非许可类重组问询函,CDD00000736122.pdf
1921,2015-09-14,康达尔,000048,半年报问询函,CDD00004836105.pdf
1922,2015-09-14,中粮生化,000930,半年报问询函,CDD00093036108.pdf
1923,2015-09-13,法 尔 胜,000890,许可类重组问询函,CDD00089036103.pdf
1924,2015-09-11,*ST星美,000892,许可类重组问询函,CDD00089236091.pdf
1925,2015-09-10,金谷源,000408,半年报问询函,CDD00040836086.pdf
1926,2015-09-09,三湘股份,000863,许可类重组问询函,CDD00086336076.pdf
1927,2015-09-02,金城股份,000820,许可类重组问询函,CDD00082036026.pdf
1928,2015-09-01,泰达股份,000652,半年报问询函,CDD00065235984.pdf
1929,2015-08-20,高新发展,000628,非许可类重组问询函,CDD00062835895.pdf
1930,2015-08-17,通化金马,000766,许可类重组问询函,CDD00076635874.pdf
1931,2015-08-14,深信泰丰,000034,许可类重组问询函,CDD00003435848.pdf
1932,2015-08-14,合金投资,000633,关注函,CDD00063335851.pdf
1933,2015-08-11,首钢股份,000959,非许可类重组问询函,CDD00095935821.pdf
1934,2015-08-10,合金投资,000633,关注函,CDD00063335816.pdf
1935,2015-07-31,深大通,000038,许可类重组问询函,CDD00003835769.pdf
1936,2015-07-31,海德股份,000567,非许可类重组问询函,CDD00056735761.pdf
1937,2015-07-28,合金投资,000633,关注函,CDD00063335727.pdf
1938,2015-07-28,茂业物流,000889,非许可类重组问询函,CDD00088935712.pdf
1939,2015-07-22,ST生化,000403,关注函,CDD00040335699.pdf
1940,2015-07-15,三湘股份,000863,许可类重组问询函,CDD00086335631.pdf
1941,2015-07-13,北大医药,000788,非许可类重组问询函,CDD00078835633.pdf
1942,2015-07-09,粤高速Ａ,000429,许可类重组问询函,CDD00042935599.pdf
1943,2015-07-08,西安民生,000564,许可类重组问询函,CDD00056435602.pdf
1944,2015-06-18,中国中期,000996,许可类重组问询函,CDD00099635439.docx
1945,2015-06-18,*ST金路,000510,许可类重组问询函,CDD00051035423.docx
1946,2015-06-18,神州高铁,000008,许可类重组问询函,CDD00000835414.docx
1947,2015-06-18,金鸿能源,000669,年报问询函,XXB_CDD_000669%E9%87%91%E9%B8%BF%E8%83%BD%E6%BA%90%E9%97%AE%E8%AF%A2%E5%87%BD20150618.docx
1948,2015-06-18,惠天热电,000692,年报问询函,XXB_CDD_000692%E6%83%A0%E5%A4%A9%E7%83%AD%E7%94%B5%E9%97%AE%E8%AF%A2%E5%87%BD20150618.docx
1949,2015-06-08,惠天热电,000692,年报问询函,XXB_CDD_000692%E6%83%A0%E5%A4%A9%E7%83%AD%E7%94%B5%E9%97%AE%E8%AF%A2%E5%87%BD20150608.docx
1950,2015-06-04,英特集团,000411,许可类重组问询函,CDD00041135269.docx
1951,2015-06-03,零七股份,000007,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%9B%B6%E4%B8%83%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%2820150603%29.docx
1952,2015-06-02,新中基,000972,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%96%B0%E7%96%86%E4%B8%AD%E5%9F%BA%E5%AE%9E%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%2820150602%29.docx
1953,2015-06-01,万泽股份,000534,非许可类重组问询函,CDD00053435225.docx
1954,2015-05-26,诚志股份,000990,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E8%AF%9A%E5%BF%97%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1955,2015-05-25,雷伊B,000168,非许可类重组问询函,CDD00016835026.docx
1956,2015-05-24,*ST川化,000155,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%B7%9D%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1957,2015-05-24,*ST天化,000912,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%9B%9B%E5%B7%9D%E6%B3%B8%E5%A4%A9%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1958,2015-05-22,沈阳机床,000410,年报问询函,XXB_CDD_000410%E6%B2%88%E9%98%B3%E6%9C%BA%E5%BA%8A%E9%97%AE%E8%AF%A2%E5%87%BD20150522.docx
1959,2015-05-22,金城股份,000820,年报问询函,XXB_CDD_000820%E9%87%91%E5%9F%8E%E8%82%A1%E4%BB%BD%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD20150522.docx
1960,2015-05-21,天音控股,000829,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%A4%A9%E9%9F%B3%E9%80%9A%E4%BF%A1%E6%8E%A7%E8%82%A1%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1961,2015-05-20,*华锦,000059,年报问询函,XXB_CDD_000059%E5%8D%8E%E9%94%A6%E8%82%A1%E4%BB%BD%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD20150520.docx
1962,2015-05-20,金鸿能源,000669,年报问询函,XXB_CDD_000669%E9%87%91%E9%B8%BF%E8%83%BD%E6%BA%90%E9%97%AE%E8%AF%A2%E5%87%BD20150520.docx
1963,2015-05-20,新中基,000972,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%96%B0%E7%96%86%E4%B8%AD%E5%9F%BA%E5%AE%9E%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%2820150520%29.docx
1964,2015-05-20,*ST皇台,000995,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E7%94%98%E8%82%83%E7%9A%87%E5%8F%B0%E9%85%92%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1965,2015-05-19,惠天热电,000692,年报问询函,XXB_CDD_000692%E6%83%A0%E5%A4%A9%E7%83%AD%E7%94%B5%E9%97%AE%E8%AF%A2%E5%87%BD20150519.docx
1966,2015-05-19,漳泽电力,000767,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%B1%B1%E8%A5%BF%E6%BC%B3%E6%B3%BD%E7%94%B5%E5%8A%9B%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1967,2015-05-19,中银绒业,000982,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%AE%81%E5%A4%8F%E4%B8%AD%E9%93%B6%E7%BB%92%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1968,2015-05-18,欣龙控股,000955,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%AC%A3%E9%BE%99%E6%8E%A7%E8%82%A1%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1969,2015-05-17,一汽轿车,000800,年报问询函,XXB_CDD_000800%E4%B8%80%E6%B1%BD%E8%BD%BF%E8%BD%A6%E9%97%AE%E8%AF%A2%E5%87%BD20150517.docx
1970,2015-05-14,津滨发展,000897,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%A4%A9%E6%B4%A5%E6%B4%A5%E6%BB%A8%E5%8F%91%E5%B1%95%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1971,2015-05-13,泸州老窖,000568,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B3%B8%E5%B7%9E%E8%80%81%E7%AA%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%EF%BC%88%E4%B9%8B%E4%BA%8C%EF%BC%89.docx
1972,2015-05-12,ST生化,000403,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%8C%AF%E5%85%B4%E7%94%9F%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1973,2015-05-08,北方国际,000065,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%8C%97%E6%96%B9%E5%9B%BD%E9%99%85%E5%90%88%E4%BD%9C%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1974,2015-05-07,世纪星源,000005,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E4%B8%96%E7%BA%AA%E6%98%9F%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1975,2015-05-07,海虹控股,000503,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B5%B7%E8%99%B9%E4%BC%81%E4%B8%9A%28%E6%8E%A7%E8%82%A1%29%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1976,2015-05-07,烯碳新材,000511,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E9%93%B6%E5%9F%BA%E7%83%AF%E7%A2%B3%E6%96%B0%E6%9D%90%E6%96%99%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1977,2015-05-07,北京文化,000802,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%8C%97%E4%BA%AC%E4%BA%AC%E8%A5%BF%E6%96%87%E5%8C%96%E6%97%85%E6%B8%B8%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1978,2015-05-05,上峰水泥,000672,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E7%94%98%E8%82%83%E4%B8%8A%E5%B3%B0%E6%B0%B4%E6%B3%A5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1979,2015-05-04,零七股份,000007,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%9B%B6%E4%B8%83%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1980,2015-05-04,黑芝麻,000716,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%8D%97%E6%96%B9%E9%BB%91%E8%8A%9D%E9%BA%BB%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%2820150504%29.docx
1981,2015-05-02,新乡化纤,000949,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%96%B0%E4%B9%A1%E5%8C%96%E7%BA%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1982,2015-04-30,*ST天化,000912,非许可类重组问询函,CDD00091234429.docx
1983,2015-04-29,鑫茂科技,000836,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%A4%A9%E6%B4%A5%E9%91%AB%E8%8C%82%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1984,2015-04-27,经纬纺机,000666,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E7%BB%8F%E7%BA%AC%E7%BA%BA%E7%BB%87%E6%9C%BA%E6%A2%B0%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1985,2015-04-27,山西三维,000755,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%B1%B1%E8%A5%BF%E4%B8%89%E7%BB%B4%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1986,2015-04-24,华泽钴镍,000693,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%88%90%E9%83%BD%E5%8D%8E%E6%B3%BD%E9%92%B4%E9%95%8D%E6%9D%90%E6%96%99%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1987,2015-04-24,美利纸业,000815,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E4%B8%AD%E5%86%B6%E7%BE%8E%E5%88%A9%E7%BA%B8%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1988,2015-04-23,茂业物流,000889,非许可类重组问询函,CDD00088934324.docx
1989,2015-04-21,易食股份,000796,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%98%93%E9%A3%9F%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1990,2015-04-20,新大洲A,000571,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%96%B0%E5%A4%A7%E6%B4%B2%E6%8E%A7%E8%82%A1%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1991,2015-04-20,索芙特,000662,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E7%B4%A2%E8%8A%99%E7%89%B9%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1992,2015-04-16,金马股份,000980,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E9%BB%84%E5%B1%B1%E9%87%91%E9%A9%AC%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1993,2015-04-11,恒天天鹅,000687,非许可类重组问询函,CDD00068734158.docx
1994,2015-04-09,中天城投,000540,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E4%B8%AD%E5%A4%A9%E5%9F%8E%E6%8A%95%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1995,2015-04-09,南风化工,000737,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E5%8D%97%E9%A3%8E%E5%8C%96%E5%B7%A5%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1996,2015-04-07,泸州老窖,000568,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B3%B8%E5%B7%9E%E8%80%81%E7%AA%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1997,2015-04-07,东北电气,000585,年报问询函,XXB_CDD_000585%E4%B8%9C%E5%8C%97%E7%94%B5%E6%B0%94%E9%97%AE%E8%AF%A2%E5%87%BD20150407.docx
1998,2015-04-02,靖远煤电,000552,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E7%94%98%E8%82%83%E9%9D%96%E8%BF%9C%E7%85%A4%E7%94%B5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
1999,2015-03-31,双汇发展,000895,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B2%B3%E5%8D%97%E5%8F%8C%E6%B1%87%E6%8A%95%E8%B5%84%E5%8F%91%E5%B1%95%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD%2820150331%29.docx
2000,2015-03-18,景峰医药,000908,年报问询函,XXB_CDD_%E5%85%B3%E4%BA%8E%E5%AF%B9%E6%B9%96%E5%8D%97%E5%A4%A9%E4%B8%80%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9A%84%E5%B9%B4%E6%8A%A5%E9%97%AE%E8%AF%A2%E5%87%BD.docx
2001,2015-02-26,金浦钛业,000545,年报问询函,XXB_CDD_000545%E9%87%91%E6%B5%A6%E9%92%9B%E4%B8%9A%E9%97%AE%E8%AF%A2%E5%87%BD20150226.docx
2002,2015-02-05,中国天楹,000035,非许可类重组问询函,CDD00003533685.docx
2003,2014-12-10,中水渔业,000798,非许可类重组问询函,CDD00079833287.docx
2004,2014-12-04,民生控股,000416,非许可类重组问询函,CDD00041633257.docx
